Calibration Report,4/24/2021 7:43:10 AM,
Batch File Name:  Rhein_Maerz_neg,
Batch File Path:  N/A,
Original Data File Path:  D:\SCIEX OS Data\NTA\Data\Cal\Cal-2021-04-24-07-43-10.wiff2,
 ,
 ,
TOF MS,
 ,
Peak finding criteria:,
Mass tolerance = 50 ppm,
Intensity threshold = 1000 cps,
Min. peak resolution = 10000,
Max. peak resolution = 60000,
Criteria for successful calibration:,
PPM Error after calibration(PPM) = 5,
 ,
Calibration Succeeded!,
Used,m/z Expected (Da),Min. Search m/z (Da),Max. Search m/z (Da),m/z Before Calibration (Da),Delta m/z Before Calibration (Da),PPM Error Before Calibration,m/z After Calibration (Da),Delta m/z After Calibration (Da),PPM Error After Calibration,Intensity (cps),Resolution,Charge State,Mono-Isotopic,
No,68.9958,68.9923,68.9992,Not Used,Not Used,Not Used,Not Used,Not Used,Not Used,Not Used,Not Used,Not Used,Not Used,
Yes,112.9856,112.9799,112.9912,112.9852,-0.0004,-3.66,112.9855,-0.0001,-0.77,127472,26516,1,Yes,
Yes,154.9738,154.9660,154.9815,154.9735,-0.0002,-1.38,154.9739,0.0002,1.00,19573,25660,1,Yes,
Yes,204.9706,204.9603,204.9808,204.9702,-0.0004,-1.90,204.9706,0.0000,0.09,23276,27690,1,Yes,
Yes,248.9604,248.9480,248.9728,248.9599,-0.0005,-2.17,248.9603,-0.0001,-0.42,83465,29556,1,Yes,
Yes,384.9352,384.9160,384.9544,384.9348,-0.0004,-0.99,384.9353,0.0001,0.29,40222,28829,1,Yes,
Yes,520.9100,520.8840,520.9361,520.9093,-0.0007,-1.42,520.9098,-0.0002,-0.40,73758,30297,1,Yes,
Yes,656.8848,656.8520,656.9177,656.8843,-0.0005,-0.80,656.8848,0.0000,0.03,34491,29330,1,Yes,
Yes,792.8596,792.8200,792.8993,792.8592,-0.0005,-0.57,792.8597,0.0001,0.14,17897,28571,1,Yes,
Yes,928.8344,928.7880,928.8809,928.8340,-0.0004,-0.45,928.8346,0.0001,0.16,7909,28536,1,Yes,
