Calibration Report,4/24/2021 5:15:42 AM,
Batch File Name:  Rhein_Maerz_neg,
Batch File Path:  N/A,
Original Data File Path:  D:\SCIEX OS Data\NTA\Data\Cal\Cal-2021-04-24-05-15-42.wiff2,
 ,
 ,
TOF MS,
 ,
Peak finding criteria:,
Mass tolerance = 50 ppm,
Intensity threshold = 1000 cps,
Min. peak resolution = 10000,
Max. peak resolution = 60000,
Criteria for successful calibration:,
PPM Error after calibration(PPM) = 5,
 ,
Calibration Succeeded!,
Used,m/z Expected (Da),Min. Search m/z (Da),Max. Search m/z (Da),m/z Before Calibration (Da),Delta m/z Before Calibration (Da),PPM Error Before Calibration,m/z After Calibration (Da),Delta m/z After Calibration (Da),PPM Error After Calibration,Intensity (cps),Resolution,Charge State,Mono-Isotopic,
No,68.9958,68.9923,68.9992,Not Used,Not Used,Not Used,Not Used,Not Used,Not Used,Not Used,Not Used,Not Used,Not Used,
Yes,112.9856,112.9799,112.9912,112.9848,-0.0007,-6.59,112.9855,-0.0001,-0.87,143183,26933,1,Yes,
Yes,154.9738,154.9660,154.9815,154.9728,-0.0009,-6.04,154.9738,0.0001,0.54,19830,26055,1,Yes,
Yes,204.9706,204.9603,204.9808,204.9691,-0.0014,-6.95,204.9706,0.0001,0.28,24204,26994,1,Yes,
Yes,248.9604,248.9480,248.9728,248.9585,-0.0019,-7.74,248.9604,0.0000,-0.10,86293,28771,1,Yes,
Yes,384.9352,384.9160,384.9544,384.9321,-0.0031,-8.13,384.9353,0.0001,0.29,41801,28069,1,Yes,
Yes,520.9100,520.8840,520.9361,520.9052,-0.0048,-9.16,520.9099,-0.0001,-0.28,91323,29444,1,Yes,
Yes,656.8848,656.8520,656.9177,656.8788,-0.0060,-9.17,656.8848,0.0000,0.01,39286,28596,1,Yes,
Yes,792.8596,792.8200,792.8993,792.8522,-0.0074,-9.36,792.8597,0.0000,0.04,19410,27893,1,Yes,
Yes,928.8344,928.7880,928.8809,928.8256,-0.0088,-9.51,928.8345,0.0000,0.05,8380,29473,1,Yes,
